Race/Ethnicity,Sex,Department,Age,Hourly Rate,Regular/Temporary,Employee Status
White,M,Fire Department,55,44.38,R,A
White,F,Law Department,30,49.2,R,A
White,M,Seattle Public Utilities,50,36.11,R,A
White,M,Fire Department,33,38.28,R,A
White,M,Seattle City Light,35,41.06,R,A
White,F,Finance & Admin Services,38,37.32,R,A
White,F,Seattle Public Utilities,31,54.16,R,A
White,F,Police Department,31,37.59,R,A
White,M,Parks & Recreation,44,30.39,R,A
White,F,Mayor's Office,33,41.77,R,A
White,F,Seattle Center,31,31.26,T,A
White,F,Municipal Court,34,32.17,R,A
White,M,Parks & Recreation,30,16.92,T,A
White,F,Seattle Dept of Transportation,28,39.62,T,A
White,M,Finance & Admin Services,63,64.085,R,A
White,F,Information Technology,65,50,T,A
White,F,Seattle Dept of Human Resource,39,44.57,R,A
White,F,Parks & Recreation,19,16.92,T,A
White,M,Fire Department,34,39.76,R,A
White,F,Seattle Dept of Transportation,29,50.91,R,A
White,M,Seattle Public Utilities,54,46.989,R,A
White,F,Human Services Department,35,36.13,R,A
White,M,Parks & Recreation,27,16.11,R,A
White,F,Police Department,42,45.6509,R,A
White,M,Construction & Inspections,37,42.92,T,A
White,F,Information Technology,29,57,R,A
White,M,Seattle Public Library,47,38.6,R,A
White,M,Seattle Public Library,44,38.6,R,A
White,M,Parks & Recreation,30,23.58,R,A
White,F,Seattle City Light,40,47.5599,R,A
White,M,City Budget Office,34,52.05,T,A
White,F,Seattle Dept of Transportation,31,55.365,R,A
White,M,Police Department,45,52.85,R,A
White,F,Human Services Department,64,46.13,R,A
White,M,Fire Department,36,36.43,R,A
White,M,Parks & Recreation,61,46.13,R,A
White,F,Seattle Public Utilities,49,38.98,R,A
White,M,Seattle Public Utilities,59,51.105,R,A
White,M,Seattle Dept of Transportation,61,58.53,R,A
White,M,Police Department,29,46.43,R,A
White,F,Seattle Public Library,37,39.95,R,A
White,F,Police Department,32,55.91,R,A
White,M,Fire Department,25,38.28,R,A
White,M,Construction & Inspections,45,56.19,R,A
White,M,Parks & Recreation,24,16.92,T,A
White,M,Fire Department,52,44.38,R,A
White,F,Seattle City Light,49,54.64,R,A
White,F,Seattle Public Library,59,65.01,R,A
White,F,Fire Department,50,41.26,R,A
White,M,Police Department,50,57.96,R,A
White,M,Fire Department,55,46.23,R,A
White,M,Seattle Public Utilities,52,50.18,R,A
White,M,Municipal Court,44,52.75,R,A
White,F,Police Department,44,54.13,R,A
White,M,Seattle Public Utilities,48,33.66,R,A
White,F,Seattle Public Library,47,30.2,R,A
White,M,Information Technology,64,60.793,R,A
White,M,Seattle City Light,36,40.43,R,A
White,M,Seattle City Light,39,47.18,R,A
White,M,Fire Department,51,44.38,R,A
White,F,Office of Economic Development,43,60.046,R,A
White,F,Parks & Recreation,38,32.94,R,A
White,M,Fire Department,44,41.61,R,A
White,M,Fire Department,43,63.66,R,A
White,F,Seattle Public Utilities,51,47.18,R,A
White,M,Construction & Inspections,43,72.29,R,A
White,M,Police Department,48,60.77,R,A
White,M,Fire Department,46,49.37,R,A
White,M,Parks & Recreation,55,45.622,R,A
White,F,Seattle City Light,65,48.09,R,A
White,M,Fire Department,57,46.23,R,A
White,M,Seattle City Light,37,50.36,R,A
White,F,Parks & Recreation,33,29.89,R,A
White,M,Seattle Dept of Transportation,53,58.58,R,A
White,M,Seattle Public Utilities,34,48.898,R,A
White,M,Seattle Public Utilities,24,33.98,R,A
White,M,Police Department,41,55.91,R,A
White,M,Fire Department,43,43.46,R,A
White,M,Police Department,30,46.43,R,A
White,F,Seattle Public Library,51,39.95,R,A
White,M,Police Department,45,55.91,R,A
White,F,Police Department,48,55.15,R,A
White,F,Law Department,48,66.479,R,A
White,M,Police Department,30,52.85,R,A
White,F,Construction & Inspections,59,48.79,R,A
White,M,Fire Department,29,38.28,R,A
White,F,Education & Early Learning,37,59.25,R,A
White,F,Seattle Public Utilities,40,62.5,R,A
White,F,Parks & Recreation,19,16.92,T,A
White,M,Police Department,32,52.09,R,A
White,F,Parks & Recreation,28,32.94,R,A
White,M,Information Technology,47,53.169,R,A
White,M,Fire Department,50,42.53,R,A
White,M,Seattle Public Utilities,51,40.4,R,A
White,F,Seattle Public Utilities,56,50.18,R,A
White,M,Seattle City Light,50,34.96,R,A
White,M,Police Department,51,57.2,R,A
White,F,Seattle City Light,45,56.66,R,A
White,F,Finance & Admin Services,59,47.13,R,A
White,M,Office of Economic Development,49,56.7,R,A
White,F,Information Technology,56,48.09,R,A
White,M,Police Department,44,59.23,R,A
White,M,Fire Department,43,43.46,R,A
White,M,Planning & Comm Development,63,52.23,R,A
White,M,Seattle Center,58,31.26,T,A
White,F,Seattle Public Library,31,24.71,R,A
White,M,Police Department,29,52.85,R,A
White,M,Police Department,36,55.91,R,A
White,M,Police Department,37,48.71,R,P
White,F,Parks & Recreation,68,16.11,T,A
White,M,Seattle Public Utilities,31,56.37,R,A
White,M,Fire Department,50,44.38,R,A
White,M,Construction & Inspections,61,48.04,R,A
White,M,Seattle City Light,32,47.84,R,A
White,F,Seattle Dept of Transportation,53,51.65,R,A
White,F,Seattle Dept of Transportation,61,67.824,R,A
White,M,Seattle Dept of Transportation,36,30.76,R,A
White,F,Seattle Dept of Human Resource,61,63.561,R,A
White,M,Information Technology,61,64.733,R,A
White,M,Seattle Center,62,31.26,T,A
White,M,Seattle Public Utilities,49,54.16,R,A
White,F,Seattle Dept of Transportation,65,41.71,R,A
White,F,Seattle Public Utilities,54,46.35,R,A
White,F,Finance & Admin Services,41,59,R,A
White,F,City Budget Office,32,51.74,R,A
White,F,Seattle Public Library,24,20.3,R,A
White,M,Seattle City Light,39,45.61,R,A
White,M,Fire Department,38,38.28,R,A
White,F,Fire Department,41,39.02,R,A
White,M,Finance & Admin Services,68,85.5,R,A
White,F,Police Department,29,45,R,A
White,M,Parks & Recreation,16,16.92,T,A
White,M,Police Department,32,52.85,R,A
White,M,Seattle City Light,67,27.93,R,A
White,M,Parks & Recreation,35,23.58,R,A
White,F,Parks & Recreation,56,28.91,R,A
White,M,Seattle Dept of Transportation,42,51.65,R,A
White,M,Seattle City Light,45,51.87,R,A
White,M,Fire Department,35,41.61,R,A
White,M,Parks & Recreation,18,16.92,T,A
White,F,Seattle Public Utilities,57,24.28,T,A
White,F,Police Department,32,55.91,R,A
White,F,Seattle Public Utilities,35,37.59,R,A
White,M,Seattle Public Library,40,21.39,R,A
White,F,Law Department,38,29.89,R,A
White,M,Seattle City Light,57,49.77,R,A
White,F,Law Department,36,45.02,R,A
White,M,Parks & Recreation,18,16.73,T,A
White,F,Parks & Recreation,17,16.92,T,A
White,M,Seattle City Light,32,35.76,R,A
White,M,Police Department,32,52.85,R,A
White,F,Seattle Public Library,41,44.72,R,A
White,M,Parks & Recreation,33,27.06,R,A
White,M,Police Department,31,52.85,R,A
White,M,Construction & Inspections,36,56.21,R,A
White,M,Fire Department,47,48.81,R,A
White,M,Police Department,67,58.98,R,A
White,M,Seattle Dept of Transportation,43,58.53,R,A
White,M,Parks & Recreation,45,30.39,R,A
White,M,Fire Department,27,40.13,R,A
White,M,Seattle City Light,27,46.68,R,A
White,M,Fire Department,48,41.61,R,A
White,M,Parks & Recreation,42,36.3,R,A
White,M,Police Department,28,39.01,R,A
White,F,Seattle City Light,31,25.17,R,A
White,M,Fire Department,48,41.61,R,A
White,M,Seattle Dept of Transportation,44,34.01,R,A
White,F,Seattle Public Utilities,61,47.13,R,A
White,F,Seattle Dept of Transportation,34,46.16,R,A
White,F,Parks & Recreation,18,16.92,T,A
White,M,Fire Department,58,49.55,R,A
White,F,Police Department,22,42.85,R,A
White,F,Parks & Recreation,20,16.92,T,A
White,M,Office of Housing,28,32.17,R,A
White,M,Fire Department,36,38.28,R,A
White,M,Finance & Admin Services,37,35.89,R,A
White,M,Municipal Court,47,83.06,R,A
White,F,Police Department,37,52.09,R,A
White,M,Parks & Recreation,62,26.09,R,A
White,F,Seattle Public Library,55,30.72,R,A
White,M,Seattle Public Utilities,41,50.18,R,A
White,M,Seattle City Light,64,50.36,R,A
White,F,Parks & Recreation,18,16.92,T,A
White,M,Seattle Public Library,33,29.46,R,A
White,M,Parks & Recreation,27,26.09,R,A
White,F,Seattle Dept of Human Resource,56,72.97,R,A
White,F,Information Technology,36,48,T,A
White,M,Parks & Recreation,49,30.76,R,A
White,M,Seattle Dept of Transportation,55,63.1,R,A
White,M,Planning & Comm Development,53,51.54,R,A
White,F,Police Department,56,27.95,R,A
White,M,Parks & Recreation,32,28.49,R,A
White,F,Police Department,28,48.71,R,A
White,F,Seattle City Light,49,55.42,R,A
White,M,Seattle Public Library,53,39.95,R,A
White,M,Parks & Recreation,44,38.1,R,A
White,M,Construction & Inspections,60,50.18,R,A
White,M,Seattle Center,39,31.26,T,A
White,F,Parks & Recreation,48,46.13,R,A
White,M,Fire Department,48,44.38,R,A
White,M,Seattle City Light,27,26.09,R,A
White,M,Seattle Center,50,46.16,R,A
White,M,Police Department,34,47.69,R,A
White,M,Seattle Public Library,35,42.56,R,A
White,M,Seattle Dept of Transportation,60,30.5,R,A
White,F,Law Department,69,28.74,R,A
White,F,Sustainability & Environment,33,37.59,R,A
White,M,Seattle Center,50,33.45,R,A
White,M,Information Technology,49,16.14,R,A
White,M,Seattle Public Utilities,50,58.53,R,A
White,M,Police Department,32,46.43,R,A
White,M,Finance & Admin Services,57,35.89,R,A
White,M,Police Department,47,59.23,R,A
White,M,Seattle Public Utilities,63,36.11,R,A
White,M,Police Department,54,64,R,A
White,F,Information Technology,60,59.099,R,A
White,F,Seattle Public Library,33,23.54,R,A
White,F,Seattle City Light,41,50.36,R,A
White,F,Police Department,56,76.44,R,A
White,M,Police Department,28,27.74,R,A
White,M,Parks & Recreation,37,22.16,R,A
White,F,Police Department,44,51.889,R,A
White,M,Fire Department,42,49.37,R,A
White,M,Parks & Recreation,34,29.56,R,A
White,F,Finance & Admin Services,47,56.51,R,A
White,M,Seattle City Light,45,58.36,R,A
White,F,Information Technology,49,53.973,R,A
White,M,Seattle Public Utilities,58,46.907,R,A
White,M,Seattle City Light,74,67,R,A
White,M,Seattle Public Utilities,57,41.67,R,A
White,M,Police Department,34,46.43,R,A
White,M,Police Department,29,41.83,R,A
White,F,Seattle City Light,41,24.55,T,A
White,F,Seattle Public Utilities,28,31.87,T,A
White,F,Information Technology,44,53,R,A
White,M,Seattle Center,61,34.42,T,A
White,F,Legislative Department,50,40.48,R,A
White,F,Construction & Inspections,27,22.59,T,A
White,M,Police Department,57,71.1,R,A
White,M,Seattle Public Library,47,55.99,R,A
White,M,Construction & Inspections,28,35.27,R,A
White,F,Police Department,54,62.706,R,A
White,F,Fire Department,63,29.29,R,A
White,M,Seattle Public Library,36,51.07,R,A
White,M,Legislative Department,57,36.99,R,A
White,M,Fire Department,60,57.78,R,A
White,F,Seattle City Light,62,37.59,R,A
White,F,Law Department,43,36.13,R,A
White,F,Seattle Dept of Transportation,43,44.57,T,A
White,F,Intergovernment Relations,33,53.71,R,A
White,F,Parks & Recreation,20,16.11,T,A
White,F,Police Department,28,28.16,R,A
White,M,Construction & Inspections,32,41.89,R,A
White,F,Seattle Public Library,48,39.95,R,A
White,M,Fire Department,31,32.73,R,A
White,F,Human Services Department,38,31.63,R,A
White,M,Fire Department,50,49.92,R,A
White,M,Police Department,60,58.98,R,A
White,F,Finance & Admin Services,60,54.9,R,A
White,M,Seattle City Light,37,29.79,R,A
White,M,Seattle Public Utilities,41,48.34,R,A
White,F,Police Department,22,29.15,R,A
White,F,Police Department,48,58.98,R,A
White,M,Police Department,46,57.44,R,A
White,F,Seattle Dept of Transportation,50,62.89,R,A
White,M,Seattle Dept of Transportation,41,41.06,R,A
White,M,Seattle City Light,53,33.78,R,A
White,F,Seattle Center,51,29.29,R,A
White,M,Office of Economic Development,35,44.05,R,A
White,M,Information Technology,42,51.472,R,A
White,M,Police Department,46,58.98,R,A
White,M,Parks & Recreation,54,33.45,R,A
White,F,Arts & Culture,28,20.3,T,A
White,F,Seattle City Light,38,40.48,R,A
White,M,Seattle Center,48,22.19,T,A
White,M,Seattle Center,57,42.13,R,A
White,F,Police Department,28,35.28,R,A
White,M,Fire Department,53,45.12,R,A
White,F,Parks & Recreation,60,42.06,R,A
White,F,Parks & Recreation,45,38.28,R,A
White,M,Police Department,43,54.89,R,L
White,F,Seattle Public Library,59,26.61,R,A
White,M,Seattle Dept of Transportation,66,56.4,R,A
White,M,Police Department,46,67.29,R,A
White,M,Fire Department,44,45.31,R,A
White,M,Seattle City Light,64,54.64,R,A
White,M,Seattle Public Library,53,33.32,R,A
White,M,Seattle City Light,62,39.86,R,A
White,M,Seattle City Light,61,50.36,R,A
White,F,Police Department,41,27.19,R,A
White,M,Parks & Recreation,35,34.06,R,A
White,M,Information Technology,59,61.891,R,A
White,F,Seattle Dept of Transportation,40,46.13,R,A
White,M,Police Department,35,55.91,R,A
White,M,Seattle Public Library,37,39.95,R,A
White,F,Seattle Center,65,48.97,R,A
White,M,Fire Department,62,52.06,R,A
White,F,Seattle Dept of Transportation,34,60.58,R,A
White,M,Seattle Public Utilities,58,32.35,R,A
White,M,Fire Department,57,50.57,R,A
White,M,Seattle Center,56,31.26,T,A
White,F,Law Department,61,28.74,R,A
White,F,Neighborhoods,41,48.8,R,A
White,M,Police Department,54,70.22,R,A
White,M,Employees' Retirement System,48,32.21,R,A
White,F,Construction & Inspections,61,52,T,A
White,M,Fire Department,35,41.61,R,A
White,M,Fire Department,52,50.85,R,A
White,F,Seattle Center,39,31.26,T,A
White,M,Information Technology,42,53.107,R,A
White,F,Seattle Dept of Transportation,60,27.18,R,A
White,F,Information Technology,71,66.833,R,A
White,F,Seattle Public Library,41,38.6,R,A
White,F,Seattle Center,69,16.11,T,A
White,M,Seattle Public Utilities,33,24.89,R,A
White,F,Parks & Recreation,28,16.92,T,A
White,F,Human Services Department,49,31.04,R,A
White,F,Parks & Recreation,27,16.92,T,A
White,F,Seattle Public Library,35,36.81,R,A
White,M,Seattle Public Utilities,41,52.71,R,A
White,M,Seattle Center,76,34.42,T,A
White,F,Finance & Admin Services,48,52.03,R,A
White,M,Seattle City Light,40,50.36,R,A
White,M,Municipal Court,55,56.22,R,A
White,M,Fire Department,47,44.38,R,A
White,M,Seattle Center,67,22.16,R,A
White,M,Seattle Dept of Transportation,35,54.9,R,L
White,F,Parks & Recreation,57,16.11,R,A
White,M,Seattle Public Library,49,26.61,R,A
White,M,Fire Department,46,39.76,R,A
White,F,Intergovernment Relations,33,55.18,R,A
White,F,Police Department,27,48.2,R,A
White,F,Municipal Court,28,25.17,R,A
White,M,Information Technology,54,66.5,R,A
White,M,Fire Department,33,32.73,R,A
White,M,Parks & Recreation,27,16,T,A
White,M,Police Department,48,60.43,R,A
White,M,Seattle City Light,53,51.87,R,A
White,M,Municipal Court,49,36.35,R,A
White,F,Parks & Recreation,45,29.29,R,A
White,M,Seattle Public Utilities,36,58.53,R,A
White,M,Information Technology,44,59.866,R,A
White,F,Parks & Recreation,19,16.92,T,A
White,M,Construction & Inspections,61,45.26,R,A
White,M,Information Technology,27,16.14,R,A
White,M,Information Technology,48,52,R,A
White,F,Seattle City Light,58,27.18,R,A
White,M,Seattle City Light,64,56.66,R,A
White,M,Police Department,34,44.75,R,A
White,M,Finance & Admin Services,45,35.89,R,A
White,F,Seattle Dept of Transportation,32,41.2,R,A
White,F,Human Services Department,29,37.59,R,A
White,F,Mayor's Office,43,80.22,R,A
White,M,Parks & Recreation,59,19.31,R,L
White,M,Seattle City Light,36,50.36,R,A
White,F,Police Department,52,47.9,R,A
White,F,Seattle Public Utilities,55,37.53,R,A
White,M,Seattle Center,56,31.26,T,A
White,M,Information Technology,44,60.032,R,A
White,F,Seattle City Light,60,34.62,R,A
White,F,Law Department,35,59.426,R,A
White,F,Police Department,29,36.64,R,A
White,M,Seattle City Light,34,62.59,R,A
White,F,Fire Department,48,38.28,R,A
White,F,Seattle Dept of Transportation,28,39.62,T,A
White,M,Fire Department,55,45.12,R,A
White,M,Seattle Dept of Transportation,56,52.13,R,A
White,M,Police Department,48,69.05,R,A
White,M,Fire Department,51,64.75,R,A
White,F,Seattle City Light,44,29.89,R,A
White,M,Seattle Dept of Transportation,55,63.1,R,A
White,M,Parks & Recreation,53,28.49,R,A
White,M,Police Department,24,46.43,R,A
White,F,Finance & Admin Services,38,40.48,R,A
White,M,Seattle Dept of Transportation,32,36.92,R,A
White,M,Police Department,24,44.75,R,A
White,M,Finance & Admin Services,37,50.91,R,A
White,M,Seattle Center,46,22.19,T,A
White,F,Seattle Public Library,63,39.95,R,A
White,M,Fire Department,47,46.23,R,A
White,M,Seattle City Light,68,47.78,R,A
White,F,Police Department,32,31.63,R,A
White,F,Neighborhoods,52,40.48,R,A
White,M,Seattle City Light,48,50.36,R,A
White,F,Municipal Court,52,28.26,R,A
White,F,Police Department,34,55.15,R,A
White,M,Fire Department,43,47.15,R,A
White,M,Fire Department,37,39.76,R,A
White,M,Seattle Public Utilities,33,31.13,R,A
White,M,Seattle Dept of Transportation,39,36.27,R,A
White,M,Seattle Public Utilities,23,26.09,T,A
White,M,Parks & Recreation,16,16.92,T,A
White,M,Police Department,40,53.87,R,A
White,F,Seattle Dept of Transportation,50,52.55,R,A
White,M,Fire Department,60,66.38,R,A
White,F,Seattle Public Utilities,22,20.07,T,A
White,F,Seattle Public Utilities,65,51.65,R,A
White,M,Arts & Culture,53,38.98,R,A
White,M,Fire Department,25,30.88,R,A
White,M,Construction & Inspections,29,38.89,R,A
White,M,Seattle Public Utilities,30,37.53,R,A
White,F,Seattle Dept of Transportation,41,34.07,R,A
White,F,Police Department,66,30.71,R,A
White,M,Police Department,33,52.85,R,A
White,M,Police Department,43,52.85,R,A
White,M,Information Technology,46,40.48,R,A
White,F,Finance & Admin Services,40,25.24,T,A
White,M,Finance & Admin Services,46,90,R,A
White,M,Seattle Center,39,31.26,T,A
White,M,Seattle City Light,44,56.66,R,A
White,M,Fire Department,28,36.43,R,A
White,F,Police Department,30,39.01,R,A
White,M,Police Department,24,39.01,R,A
White,M,Seattle Public Utilities,45,36.3,R,A
White,M,Seattle Dept of Transportation,41,95.7854,R,A
White,M,Police Department,56,58.98,R,P
White,F,Parks & Recreation,57,56.124,R,A
White,F,Seattle City Light,44,54,R,A
White,M,Seattle City Light,24,16.14,R,A
White,M,Seattle City Light,61,50.36,R,A
White,F,Police Department,56,27.95,R,A
White,F,Information Technology,54,52.046,R,A
White,M,Police Department,52,61.11,R,A
White,M,Seattle City Light,57,50.36,R,A
White,F,Fire Department,44,56.034,R,A
White,M,Seattle Center,47,31.26,T,A
White,F,Law Department,56,65.262,R,A
White,M,Office of Housing,47,42.53,R,A
White,M,Fire Department,35,41.24,R,A
White,M,Neighborhoods,44,40.48,R,A
White,F,Seattle Public Utilities,26,20.3,T,A
White,F,Seattle Center,59,16.11,T,A
White,M,Seattle City Light,48,62.59,R,A
White,M,Seattle City Light,52,26.9,R,A
White,F,Parks & Recreation,67,41.06,R,A
White,M,Seattle City Light,53,26.9,R,A
White,F,Human Services Department,63,29.29,R,A
White,F,Seattle City Light,64,47.78,R,A
White,M,Police Department,57,61.02,R,A
White,F,Parks & Recreation,68,19.31,R,A
White,F,Finance & Admin Services,63,51.445,R,A
White,F,Parks & Recreation,38,16.73,T,A
White,M,Seattle Dept of Transportation,29,62,R,A
